StudentID,OffClass,Grade,Course,Section,Teacher1,Teacher2,Period,Room
STUDENT891,1M1,9,MRF43,5,SCHWARTZ S,,4,323
STUDENT891,1M1,9,PGF43Q3C,6,DYCKMAN,,10,GYM1
STUDENT891,1M1,9,SLF43QG,4,KUBLALL,SANDHU,7,341
STUDENT891,1M1,9,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT891,1M1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT891,1M1,9,ZQCTEDA,1,,,14,
STUDENT891,1M1,9,ZQGJUN25,1,,,14,
STUDENT892,WF9,11,AUFC7UAT,1,DEJEAN,,3,204
STUDENT892,WF9,11,EEFGFUWC,1,MICHELLI,,5,250
STUDENT892,WF9,11,FJFC7,1,SAKAI,,9,122
STUDENT892,WF9,11,HFF43QW,1,NOWICH,,4,115
STUDENT892,WF9,11,MGF43QWF,2,WADHWA,,7,207
STUDENT892,WF9,11,PPF43Q2C,2,COGLIATI,,2,GYM3
STUDENT892,WF9,11,PPF43Q3C,2,COGLIATI,,2,GYM3
STUDENT892,WF9,11,SDF43QWE,3,KLEINER EILON,,8,328B
STUDENT892,WF9,11,ZLUN,6,ZZ STAFF,,6,CAFÉ
STUDENT892,WF9,11,ZQACSIGS,1,COLLAZO,,13,150
STUDENT892,WF9,11,ZQCTEDA,1,,,14,
STUDENT892,WF9,11,ZQGJUN23,1,,,14,
STUDENT893,3Y9,11,EEFGBX,2,VALENTE,,3,348
STUDENT893,3Y9,11,FSF43UQX,3,JASIENOWSKI,,8,213
STUDENT893,3Y9,11,HFF43UQX,6,MCNAMARA,,9,226
STUDENT893,3Y9,11,MPF43UQJ,6,BUKALOV,,7,325
STUDENT893,3Y9,11,PPF43Q5C,9,MCDERMOTT GREENE,,6,GYM2
STUDENT893,3Y9,11,SDF83UVT,1,YARDEN,,4,332
STUDENT893,3Y9,11,SPF43,1,PRYCE,,2,238
STUDENT893,3Y9,11,ZLUN,5,ZZ STAFF,,5,CAFÉ
STUDENT893,3Y9,11,ZQACSIGS,1,COLLAZO,,13,150
STUDENT893,3Y9,11,ZQCTEERT,1,,,14,
STUDENT893,3Y9,11,ZQGJUN23,1,,,14,
STUDENT894,4C8,12,AUF41QQD,2,DEJEAN,,5,204
STUDENT894,4C8,12,AUF42QQD,2,DEJEAN DBL,,6,204
STUDENT894,4C8,12,AWF87U,2,ASSEL,,7,222
STUDENT894,4C8,12,EEFGBQGF,40,SEGALL,CONGELLO,10,123
STUDENT894,4C8,12,FMF43UQX,2,HSIEH,,3,116
STUDENT894,4C8,12,MPF43UQS,2,PESHTANI,,4,205
STUDENT894,4C8,12,PPF43Q5C,12,KASSIMIS,,8,GYM2
STUDENT894,4C8,12,ZLUN,9,ZZ STAFF,,9,CAFÉ
STUDENT894,4C8,12,ZQACSIGS,1,COLLAZO,,13,150
STUDENT894,4C8,12,ZQCTEDA,1,,,14,
STUDENT894,4C8,12,ZQELLCUR,1,,,13,****
STUDENT894,4C8,12,ZQGJUN22,1,,,14,
STUDENT895,4C8,12,AUF41QQD,2,DEJEAN,,5,204
STUDENT895,4C8,12,AUF42QQD,2,DEJEAN DBL,,6,204
STUDENT895,4C8,12,EEFGFQGE,40,MATEO,JO,3,124
STUDENT895,4C8,12,FMF43UQX,1,HSIEH,,2,116
STUDENT895,4C8,12,MPF43UQS,4,PESHTANI,,7,205
STUDENT895,4C8,12,MQFGFQQT,1,BUKALOV,,1,325
STUDENT895,4C8,12,PPF43Q5C,11,CASORIA,,8,GYM3
STUDENT895,4C8,12,ZLUNAUD,4,ZZ STAFF,,4,AUD
STUDENT895,4C8,12,ZQACSIGS,1,COLLAZO,,13,150
STUDENT895,4C8,12,ZQCTEDA,1,,,14,
STUDENT895,4C8,12,ZQELLCUR,1,,,13,****
STUDENT895,4C8,12,ZQGJUN22,1,,,14,
STUDENT896,1M1,9,EEFG3QH,2,WALDMAN,,6,347
STUDENT896,1M1,9,FKFC3,3,SONG,,10,214
STUDENT896,1M1,9,HGF85XHD,3,MUNISTERI,,7,228
STUDENT896,1M1,9,HGF86XHD,3,MUNISTERI DBL,,8,228
STUDENT896,1M1,9,HQF43QH,1,BONKOWSKI,,4,315
STUDENT896,1M1,9,MRF43,7,ENG,,5,208
STUDENT896,1M1,9,PGF43Q2C,1,LEVITT,,2,GYM1
STUDENT896,1M1,9,PHF43Q3,1,KASSIMIS,,2,111
STUDENT896,1M1,9,SLF43,3,GLICKMAN,,3,208
STUDENT896,1M1,9,ZLUN,9,ZZ STAFF,,9,CAFÉ
STUDENT896,1M1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT896,1M1,9,ZQCTEHHR,1,,,14,
STUDENT896,1M1,9,ZQGJUN25,1,,,14,
STUDENT897,1M1,9,AWF83,2,ASSEL,,4,222
STUDENT897,1M1,9,EEFG3,4,BELINFANTI,,3,125
STUDENT897,1M1,9,FJFC3,2,SAKAI,,8,122
STUDENT897,1M1,9,HGF85QQD,6,FISHMAN,,5,223
STUDENT897,1M1,9,HGF86QQD,6,FISHMAN DBL,,6,223
STUDENT897,1M1,9,MEF43QG,6,SCHWARTZ S,TIMPONE,10,103
STUDENT897,1M1,9,PHF43Q2,8,VLANTIS,,7,149
STUDENT897,1M1,9,PPF43Q3C,16,CORRADO,,7,GYM3
STUDENT897,1M1,9,SLF43,2,COHEN I,,2,336
STUDENT897,1M1,9,ZLUN,9,ZZ STAFF,,9,CAFÉ
STUDENT897,1M1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT897,1M1,9,ZQCTEDA,1,,,14,
STUDENT897,1M1,9,ZQGJUN25,1,,,14,
STUDENT898,4D8,12,BCF43T,38,PORCHETTA,,7,211
STUDENT898,4D8,12,GMF11Q10,1,,,10,
STUDENT898,4D8,12,HQF11QPM,6,MORRISON,,6,AUD
STUDENT898,4D8,12,HRF43XE,1,FISHMAN,,8,223
STUDENT898,4D8,12,MCF43UAX,1,TREUE,,4,207
STUDENT898,4D8,12,MKF43QQC,1,JOSEPH,,3,108
STUDENT898,4D8,12,MKFCBTC,2,CASTRO R,,5,322
STUDENT898,4D8,12,PPF43Q3C,16,CORRADO,,7,GYM3
STUDENT898,4D8,12,ZLUN,9,ZZ STAFF,,9,CAFÉ
STUDENT898,4D8,12,ZQACSIGS,1,COLLAZO,,13,150
STUDENT898,4D8,12,ZQCTECWD,1,,,14,
STUDENT898,4D8,12,ZQGJUN22,1,,,14,
STUDENT899,1M1,9,AWF83,5,ASSEL,,10,222
STUDENT899,1M1,9,EEFG3,6,FODERA,,4,335
STUDENT899,1M1,9,FJFC3,1,SAKAI,,2,122
STUDENT899,1M1,9,HGF85QQD,6,FISHMAN,,5,223
STUDENT899,1M1,9,HGF86QQD,6,FISHMAN DBL,,6,223
STUDENT899,1M1,9,MEF43,5,BUKALOV,,8,325
STUDENT899,1M1,9,PHF43Q2,8,VLANTIS,,7,149
STUDENT899,1M1,9,PPF43Q3C,16,CORRADO,,7,GYM3
STUDENT899,1M1,9,SLF43QG,1,KUBLALL,ANDERSON CAMPBELL,3,231
STUDENT899,1M1,9,ZLUN,9,ZZ STAFF,,9,CAFÉ
STUDENT899,1M1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT899,1M1,9,ZQCTEDA,1,,,14,
STUDENT899,1M1,9,ZQGJUN25,1,,,14,
STUDENT900,1D1,9,EEFG3,8,BELINFANTI,,5,116
STUDENT900,1D1,9,FFFC3,3,LAWRENCE,,4,333
STUDENT900,1D1,9,HGF85QQD,9,LIN C,,6,314
STUDENT900,1D1,9,HGF86QQD,9,LIN C DBL,,7,314
STUDENT900,1D1,9,MKF43,1,JOSEPH,,2,106
STUDENT900,1D1,9,MRF43,3,SCHWARTZ S,,3,323
STUDENT900,1D1,9,PGF43Q3C,6,DYCKMAN,,10,GYM1
STUDENT900,1D1,9,SLF43QG,6,KUBLALL,MILLE,9,338
STUDENT900,1D1,9,UAF43Q2,7,LIGUORI,,10,B28
STUDENT900,1D1,9,ZLUNAUD,8,ZZ STAFF,,8,AUD
STUDENT900,1D1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT900,1D1,9,ZQCTECWD,1,,,14,
STUDENT900,1D1,9,ZQGJUN25,1,,,14,
STUDENT901,G20,10,AUFC3TA,3,DEJEAN,,9,204
STUDENT901,G20,10,BCF43T,21,AMINOV,,2,105
STUDENT901,G20,10,EEFG7QT,2,MAURIELLO,PAREDES,5,249
STUDENT901,G20,10,EEFGFUGF,1,BELINFANTI,DELOUGHY,4,125
STUDENT901,G20,10,FSFCBU,9,TSAI C,,8,215
STUDENT901,G20,10,HUF43X,4,DEEGAN,,6,326
STUDENT901,G20,10,MGF43,10,BANU,,10,203
STUDENT901,G20,10,PPF43Q2C,4,MCDERMOTT GREENE,,2,GYM2
STUDENT901,G20,10,SPF43,4,MA,,3,247
STUDENT901,G20,10,ZLUN,7,ZZ STAFF,,7,CAFÉ
STUDENT901,G20,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT901,G20,10,ZQCTEDA,1,,,14,
STUDENT901,G20,10,ZQGJUN24,1,,,14,
STUDENT902,F39,11,BCF43T,32,DELOUGHY,,2,211
STUDENT902,F39,11,EEFGFUTJ,4,VISINTAINER,SHEIN,8,B6
STUDENT902,F39,11,FFFC7,1,LAWRENCE,,6,333
STUDENT902,F39,11,MKF43QTF,1,PARLATORE,ARCHETTI,5,321
STUDENT902,F39,11,PPF43Q5C,4,DYCKMAN,,4,GYM3
STUDENT902,F39,11,SDF43QTE,2,SANDHU,PRINTZ,3,126
STUDENT902,F39,11,SHFC9TM,5,SEIDMAN,,9,GYM1
STUDENT902,F39,11,UAF87Q3,1,BRIANKA,,2,B27
STUDENT902,F39,11,ZLUN,7,ZZ STAFF,,7,CAFÉ
STUDENT902,F39,11,ZQACSIGS,1,COLLAZO,,13,150
STUDENT902,F39,11,ZQCTESMM,1,,,14,
STUDENT902,F39,11,ZQGJUN23,1,,,14,
STUDENT903,2T0,10,BCF43T,26,ROSSI,,5,211
STUDENT903,2T0,10,EEFG7,2,BUNKLEY,,3,121
STUDENT903,2T0,10,FMFC7,2,HSIEH,,4,116
STUDENT903,2T0,10,HUF43QG,5,BARRETTA,FLYNN,9,314
STUDENT903,2T0,10,MGF43,6,BANU,,6,203
STUDENT903,2T0,10,PPF43Q2C,13,COGLIATI,,5,GYM3
STUDENT903,2T0,10,SHFC5TM,5,ABDELFATTAH,,10,248
STUDENT903,2T0,10,SPF43QG,3,NORWICH,RODGERS,7,229
STUDENT903,2T0,10,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT903,2T0,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT903,2T0,10,ZQCTESMM,1,,,14,
STUDENT903,2T0,10,ZQGJUN24,1,,,14,
STUDENT904,4Y8,12,BCF43T,21,AMINOV,,2,105
STUDENT904,4Y8,12,GMF11Q9,1,,,9,
STUDENT904,4Y8,12,MCF85UBD,1,BANU,,4,203
STUDENT904,4Y8,12,MCF86UBD,1,BANU DBL,,5,203
STUDENT904,4Y8,12,MKFCBTC,1,CASTRO R,,3,322
STUDENT904,4Y8,12,PPF43Q2C,3,CORRADO,,2,GYM3
STUDENT904,4Y8,12,SPF85U1D,2,MA,,6,247
STUDENT904,4Y8,12,SPF86U1D,2,MA DBL,,7,247
STUDENT904,4Y8,12,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT904,4Y8,12,ZQACSIGS,1,COLLAZO,,13,150
STUDENT904,4Y8,12,ZQCTECWD,1,,,14,
STUDENT904,4Y8,12,ZQGJUN22,1,,,14,
STUDENT905,2T0,10,EEFGB,1,TESSENHOLTZ,,2,348
STUDENT905,2T0,10,FMFC7,1,LI N,,3,316
STUDENT905,2T0,10,GQF11QU,9,,,9,LIB
STUDENT905,2T0,10,MGF43,4,DEPINTO,,4,211
STUDENT905,2T0,10,PPF43Q5C,12,KASSIMIS,,8,GYM2
STUDENT905,2T0,10,SCF43,8,HUDSON,,5,138
STUDENT905,2T0,10,ULFC3TP,2,GUNDERSEN,,7,B30
STUDENT905,2T0,10,ZLUN,6,ZZ STAFF,,6,CAFÉ
STUDENT905,2T0,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT905,2T0,10,ZQCTEMPP,1,,,14,
STUDENT905,2T0,10,ZQGJUN24,1,,,14,
STUDENT906,2T0,10,EEFG7QG,4,PAREDES,MAURIELLO,6,249
STUDENT906,2T0,10,FSFC7,12,SAEZ,,8,229
STUDENT906,2T0,10,HUF43QG,5,BARRETTA,FLYNN,9,314
STUDENT906,2T0,10,MKFC3TC,6,PORCHETTA,,10,322
STUDENT906,2T0,10,MPF43UQJ,1,BUKALOV,,3,325
STUDENT906,2T0,10,PGF43Q2C,4,BISHOP,,7,GYM1
STUDENT906,2T0,10,SPF43,5,PRYCE,,5,214
STUDENT906,2T0,10,UAF43Q3,4,BRIANKA,,7,B27
STUDENT906,2T0,10,ZLUN,4,ZZ STAFF,,4,CAFÉ
STUDENT906,2T0,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT906,2T0,10,ZQCTECWD,1,,,14,
STUDENT906,2T0,10,ZQGJUN24,1,,,14,
STUDENT907,2Y0,10,EEFG7,8,STABILE,,10,249
STUDENT907,2Y0,10,FMFC3QC7,1,HUANG,,9,116
STUDENT907,2Y0,10,HUF43QG,3,TRIANTAFILLOU,RIAZ,6,113
STUDENT907,2Y0,10,MGF43QGF,4,BANU,ENG,3,203
STUDENT907,2Y0,10,MKFC3TC,2,JOSEPH,,4,108
STUDENT907,2Y0,10,PPF43Q3C,19,MCDERMOTT GREENE,,7,GYM2
STUDENT907,2Y0,10,SCF83QGF,2,HAN,MILLE,5,139
STUDENT907,2Y0,10,UAF43Q2,5,LIGUORI,,7,B28
STUDENT907,2Y0,10,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT907,2Y0,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT907,2Y0,10,ZQCTECWD,1,,,14,
STUDENT907,2Y0,10,ZQGJUN24,1,,,14,
STUDENT908,4Y9,12,AUF41QQD,3,SMITH,,6,232
STUDENT908,4Y9,12,AUF42QQD,3,SMITH DBL,,7,232
STUDENT908,4Y9,12,EEFGBX,6,VALENTE,,9,348
STUDENT908,4Y9,12,FSF43UQX,1,TORO,,4,213
STUDENT908,4Y9,12,GQF11QU,1,,,2,LIB
STUDENT908,4Y9,12,HBF21U,1,FIGUCCIO,,2,113
STUDENT908,4Y9,12,MCF43UAX,2,SCHWARTZ S,,5,323
STUDENT908,4Y9,12,PPF43Q2C,23,SCHARF,,10,GYM3
STUDENT908,4Y9,12,PPF43Q3C,23,SCHARF,,10,GYM3
STUDENT908,4Y9,12,SHF21UQT,1,WEISSMANN,,3,249
STUDENT908,4Y9,12,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT908,4Y9,12,ZQACSIGS,1,COLLAZO,,13,150
STUDENT908,4Y9,12,ZQCTEDA,1,,,14,
STUDENT908,4Y9,12,ZQGJUN22,1,,,14,
STUDENT909,4C8,12,FMF43UQX,2,HSIEH,,3,116
STUDENT909,4C8,12,MCF85UBD,1,BANU,,4,203
STUDENT909,4C8,12,MCF86UBD,1,BANU DBL,,5,203
STUDENT909,4C8,12,PPF43Q5C,13,LEVITT,,8,GYM3
STUDENT909,4C8,12,SDF87TV,1,YARDEN,,2,332
STUDENT909,4C8,12,SPF85U1D,2,MA,,6,247
STUDENT909,4C8,12,SPF86U1D,2,MA DBL,,7,247
STUDENT909,4C8,12,ZLUN,9,ZZ STAFF,,9,CAFÉ
STUDENT909,4C8,12,ZQACSIGS,1,COLLAZO,,13,150
STUDENT909,4C8,12,ZQCTEERT,1,,,14,
STUDENT909,4C8,12,ZQGJUN22,1,,,14,
STUDENT910,1C1,9,BCF43T,53,ARCHETTI,,10,108
STUDENT910,1C1,9,EEFG3,3,JEDRETIC,,3,246
STUDENT910,1C1,9,FMFC3,2,HUANG,,4,121
STUDENT910,1C1,9,HGF85QQD,11,KARPOWICH,,7,114
STUDENT910,1C1,9,HGF86QQD,11,KARPOWICH DBL,,8,114
STUDENT910,1C1,9,MKF43,3,MARGOLIN,,5,106
STUDENT910,1C1,9,MRF43,13,PESHTANI,,9,205
STUDENT910,1C1,9,PGF43Q3C,6,DYCKMAN,,10,GYM1
STUDENT910,1C1,9,SLF43,1,KUBLALL,,2,231
STUDENT910,1C1,9,ZLUN,6,ZZ STAFF,,6,CAFÉ
STUDENT910,1C1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT910,1C1,9,ZQCTECWD,1,,,14,
STUDENT910,1C1,9,ZQGJUN25,1,,,14,
STUDENT911,1C1,9,EEFG3QG,5,KOUMOULIS,VISINTAINER,7,346
STUDENT911,1C1,9,FSFC7,7,CAMAS,,6,213
STUDENT911,1C1,9,HGF85QQD,3,KNELLER,,3,225
STUDENT911,1C1,9,HGF86QQD,3,KNELLER DBL,,4,225
STUDENT911,1C1,9,MRF43,7,ENG,,5,208
STUDENT911,1C1,9,PHF43Q2,10,VLANTIS,,9,149
STUDENT911,1C1,9,PPF43Q3C,21,MCDERMOTT GREENE,,9,GYM2
STUDENT911,1C1,9,SCF83QFF,41,HUDSON,,10,138
STUDENT911,1C1,9,SHFC1TM,1,SADIGH,,2,138
STUDENT911,1C1,9,ZLUNAUD,8,ZZ STAFF,,8,AUD
STUDENT911,1C1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT911,1C1,9,ZQCTESMM,1,,,14,
STUDENT911,1C1,9,ZQGJUN25,1,,,14,
STUDENT912,4C8,12,BCF43T,23,ABDELFATTAH,,3,248
STUDENT912,4C8,12,EEFGBX,4,VALENTE,,6,348
STUDENT912,4C8,12,GMF11Q9,1,,,9,
STUDENT912,4C8,12,HBF43UQX,3,TSOLKA,,7,115
STUDENT912,4C8,12,MKFCBTC,2,CASTRO R,,5,322
STUDENT912,4C8,12,MSF43UQX,2,WONG,,8,323
STUDENT912,4C8,12,PPF43Q2C,6,BOCCUZZA M,,3,GYM3
STUDENT912,4C8,12,ZLUN,4,ZZ STAFF,,4,CAFÉ
STUDENT912,4C8,12,ZQACSIGS,1,COLLAZO,,13,150
STUDENT912,4C8,12,ZQCTECWD,1,,,14,
STUDENT912,4C8,12,ZQGJUN22,1,,,14,
STUDENT913,1Y1,9,BCF43T,53,ARCHETTI,,10,108
STUDENT913,1Y1,9,EEFG3,10,FODERA,,7,335
STUDENT913,1Y1,9,FMFC3,2,HUANG,,4,121
STUDENT913,1Y1,9,HGF85QQD,1,KARPOWICH,,2,114
STUDENT913,1Y1,9,HGF86QQD,1,KARPOWICH DBL,,3,114
STUDENT913,1Y1,9,MRF43,8,TREUE,,6,207
STUDENT913,1Y1,9,PGF43Q3C,6,DYCKMAN,,10,GYM1
STUDENT913,1Y1,9,SCF43,12,HAN,,9,139
STUDENT913,1Y1,9,SDF43,2,SADIGH,,5,235
STUDENT913,1Y1,9,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT913,1Y1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT913,1Y1,9,ZQCTEERT,1,,,14,
STUDENT913,1Y1,9,ZQGJUN25,1,,,14,
STUDENT914,3Y9,11,EEFGFQF,40,SEGALL,HERMEL,5,123
STUDENT914,3Y9,11,FMFCBU,4,LIN Y,,7,121
STUDENT914,3Y9,11,HFF43,2,HERMAN,,8,221
STUDENT914,3Y9,11,MGF43QFF,40,CHEN,,4,326
STUDENT914,3Y9,11,MKFC7UCT,1,PORCHETTA,,3,106
STUDENT914,3Y9,11,PPF43Q3C,1,BISHOP,,2,GYM2
STUDENT914,3Y9,11,SDF43QQE,3,BAN,,6,334B
STUDENT914,3Y9,11,UAF87Q2,1,BRIANKA,,2,B27
STUDENT914,3Y9,11,ZLUN,9,ZZ STAFF,,9,CAFÉ
STUDENT914,3Y9,11,ZQACSIGS,1,COLLAZO,,13,150
STUDENT914,3Y9,11,ZQCTECWD,1,,,14,
STUDENT914,3Y9,11,ZQELLCUR,1,,,13,****
STUDENT914,3Y9,11,ZQGJUN23,1,,,14,
STUDENT915,1Y1,9,BCF43T,36,ROSSI,,5,211
STUDENT915,1Y1,9,EEFG3,9,ORMAECHEA,,6,246
STUDENT915,1Y1,9,FMFC3,4,LI N,,10,316
STUDENT915,1Y1,9,HGF85QQD,1,KARPOWICH,,2,114
STUDENT915,1Y1,9,HGF86QQD,1,KARPOWICH DBL,,3,114
STUDENT915,1Y1,9,MEF43QG,2,COLUCCI,CROWLEY,4,103
STUDENT915,1Y1,9,PPF43Q3C,11,DYCKMAN,,5,GYM2
STUDENT915,1Y1,9,SHF81,3,GLICKMAN,,9,231
STUDENT915,1Y1,9,SLF43QG,4,KUBLALL,SANDHU,7,341
STUDENT915,1Y1,9,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT915,1Y1,9,ZQACSC,1,COLLAZO,,13,150
STUDENT915,1Y1,9,ZQCTESMM,1,,,14,
STUDENT915,1Y1,9,ZQGJUN25,1,,,14,
STUDENT916,2Y0,10,EEFG7QG,4,PAREDES,MAURIELLO,6,249
STUDENT916,2Y0,10,FMFC7,4,LI N,,7,316
STUDENT916,2Y0,10,HUF43X,3,DEEGAN,,4,223
STUDENT916,2Y0,10,MKFC3TC,5,JOSEPH,,9,108
STUDENT916,2Y0,10,MRF43,3,SCHWARTZ S,,3,323
STUDENT916,2Y0,10,PPF43Q3C,22,BOCCUZZA M,,10,GYM2
STUDENT916,2Y0,10,SCF43,6,SULTANA,,5,334A
STUDENT916,2Y0,10,UAF43Q2,7,LIGUORI,,10,B28
STUDENT916,2Y0,10,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT916,2Y0,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT916,2Y0,10,ZQCTECWD,1,,,14,
STUDENT916,2Y0,10,ZQGJUN24,1,,,14,
STUDENT917,1Y1,9,EEFG3QG,3,SERPE,GREENBERG,5,126
STUDENT917,1Y1,9,FSFC7,15,CAMAS,,9,333
STUDENT917,1Y1,9,HGF85QQD,11,KARPOWICH,,7,114
STUDENT917,1Y1,9,HGF86QQD,11,KARPOWICH DBL,,8,114
STUDENT917,1Y1,9,MKF43,4,MARGOLIN,,6,106
STUDENT917,1Y1,9,MRF43,1,RICCARDO,,2,321
STUDENT917,1Y1,9,PHF43Q3,3,LEVITT,,3,113
STUDENT917,1Y1,9,PPF43Q2C,7,CORRADO,,3,GYM3
STUDENT917,1Y1,9,SCF43,15,GANDJIAN,,10,238
STUDENT917,1Y1,9,ZLUNAUD,4,ZZ STAFF,,4,AUD
STUDENT917,1Y1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT917,1Y1,9,ZQCTECWD,1,,,14,
STUDENT917,1Y1,9,ZQGJUN25,1,,,14,
STUDENT918,Y11,9,AWF83,2,ASSEL,,4,222
STUDENT918,Y11,9,EEFG3QT,1,DELSIGNORE,BOCCUZZA J,3,350
STUDENT918,Y11,9,FMFC3QC7,1,HUANG,,9,116
STUDENT918,Y11,9,HGF83QGD,99,CERCONE MP,,11,****
STUDENT918,Y11,9,HGF84QGD,99,CERCONE MP,,11,****
STUDENT918,Y11,9,HGF85QGD,4,MARK,MAGGIOTTA,5,313
STUDENT918,Y11,9,HGF86QGD,4,MARK DBL,,6,313
STUDENT918,Y11,9,MEF43QT,4,CROWLEY,COLUCCI,7,324
STUDENT918,Y11,9,PHF43Q2,1,KASSIMIS,,2,111
STUDENT918,Y11,9,PPF43Q3C,1,BISHOP,,2,GYM2
STUDENT918,Y11,9,SLF43,8,GEORGAS,,10,338
STUDENT918,Y11,9,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT918,Y11,9,ZQACSC,1,COLLAZO,,13,150
STUDENT918,Y11,9,ZQCTEDA,1,,,14,
STUDENT918,Y11,9,ZQGJUN25,1,,,14,
STUDENT919,2T0,10,EEFGBQF,40,SEGALL,,6,123
STUDENT919,2T0,10,FMFC7,4,LI N,,7,316
STUDENT919,2T0,10,HGF87QF,42,YAZDANFAR,,4,221
STUDENT919,2T0,10,MRF43,11,TREUE,,8,205
STUDENT919,2T0,10,PGF43Q2C,5,CORRADO,,9,GYM1
STUDENT919,2T0,10,SCF43,4,MUSICH,,3,139
STUDENT919,2T0,10,SHFC5TM,5,ABDELFATTAH,,10,248
STUDENT919,2T0,10,UAF43Q3,6,BRIANKA,,9,B27
STUDENT919,2T0,10,ZLUN,5,ZZ STAFF,,5,CAFÉ
STUDENT919,2T0,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT919,2T0,10,ZQCTESMM,1,,,14,
STUDENT919,2T0,10,ZQELLCUR,1,,,13,****
STUDENT919,2T0,10,ZQGJUN24,1,,,14,
STUDENT920,4Y8,12,FMF43UQX,2,HSIEH,,3,116
STUDENT920,4Y8,12,GMF11QQI,9,HAROUTUNIAN,,9,351
STUDENT920,4Y8,12,GQF11QU2,5,,,5,LIB
STUDENT920,4Y8,12,MCF43UAX,1,TREUE,,4,207
STUDENT920,4Y8,12,PPF43Q3C,13,COGLIATI,,5,GYM3
STUDENT920,4Y8,12,SDF87TV,1,YARDEN,,2,332
STUDENT920,4Y8,12,SPF85U1D,2,MA,,6,247
STUDENT920,4Y8,12,SPF86U1D,2,MA DBL,,7,247
STUDENT920,4Y8,12,ZLUN,8,ZZ STAFF,,8,CAFÉ
STUDENT920,4Y8,12,ZQACSIGS,1,COLLAZO,,13,150
STUDENT920,4Y8,12,ZQCTEERT,1,,,14,
STUDENT920,4Y8,12,ZQGJUN22,1,,,14,
STUDENT921,1C1,9,BCF43T,34,ROFFLER,,3,321
STUDENT921,1C1,9,EEFG3,9,ORMAECHEA,,6,246
STUDENT921,1C1,9,FMFC3,4,LI N,,10,316
STUDENT921,1C1,9,HGF85QGD,6,DOYLE,BLINN,7,111
STUDENT921,1C1,9,HGF86QGD,6,DOYLE DBL,,8,111
STUDENT921,1C1,9,MKF43,5,MARGOLIN,,9,106
STUDENT921,1C1,9,MRF43,2,BELFI,,2,208
STUDENT921,1C1,9,PPF43Q3C,6,BOCCUZZA M,,3,GYM3
STUDENT921,1C1,9,SLF43QG,2,KUBLALL,ANDERSON CAMPBELL,5,105
STUDENT921,1C1,9,ZLUN,4,ZZ STAFF,,4,CAFÉ
STUDENT921,1C1,9,ZQACSIGS,1,COLLAZO,,13,150
STUDENT921,1C1,9,ZQCTECWD,1,,,14,
STUDENT921,1C1,9,ZQGJUN25,1,,,14,
STUDENT922,WY0,10,BCF43T,36,ROSSI,,5,211
STUDENT922,WY0,10,EEFGBQTF,40,CONGELLO,SEGALL,10,123
STUDENT922,WY0,10,FMFC7QCB,1,HSIEH,,6,116
STUDENT922,WY0,10,HUF43QW,1,LISS,,7,329B
STUDENT922,WY0,10,MGF43QWF,3,WADHWA,,8,207
STUDENT922,WY0,10,MKFC3TC,2,JOSEPH,,4,108
STUDENT922,WY0,10,PGF43Q3C,3,CORRADO,,5,GYM1
STUDENT922,WY0,10,SDF43QWE,1,KLEINER EILON,,3,328B
STUDENT922,WY0,10,ZLUN,9,ZZ STAFF,,9,CAFÉ
STUDENT922,WY0,10,ZQACSIGS,1,COLLAZO,,13,150
STUDENT922,WY0,10,ZQCTECWD,1,,,14,
STUDENT922,WY0,10,ZQELLCUR,1,,,13,****
STUDENT922,WY0,10,ZQGJUN24,1,,,14,
STUDENT923,4C8,12,ECF43QQY,1,SARRO,,5,335
STUDENT923,4C8,12,EEFGBX,4,VALENTE,,6,348
STUDENT923,4C8,12,GMF11Q8,1,,,8,
STUDENT923,4C8,12,MPF43UQS,4,PESHTANI,,7,205
STUDENT923,4C8,12,MSF43UQX,1,WONG,,4,324
STUDENT923,4C8,12,PGF43Q2C,1,LEVITT,,2,GYM1
